Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Greece,GRC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6779.886783,7476.297457,7545.857216,8279.942807,8931.283912,9724.572202,10241.81496,10715.5883,11355.57426,12434.22511,13392.30814,14379.90075,15738.28247,16934.80245,15786.26958,16634.47483,17500.31292,17782.12085,18825.09062,19202.05508,19143.12411,18677.47507,18352.43986,18049.18374,18320.5842,18707.56898,18742.31606,18257.80403,18971.64351,19590.06779,19383.93465,19746.38214,19733.29041,19303.66698,19591.39952,19909.5296,20389.31802,21198.79065,21902.73878,22489.31596,23275.44431,24111.41745,24965.59403,26349.27734,27614.40593,27698.51061,29176.39287,30054.88939,29874.74345,28514.81009,26917.75898,24495.71113,22830.52678,22251.25729,22565.68048,22648.76988,22699.0805,
Grenada,GRD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,2945.879398,3141.937398,3336.869589,3302.728446,3295.38085,3338.442019,3355.401208,3388.505478,3538.396451,3783.982166,4159.921856,4340.908337,4559.937121,4771.77604,4829.314328,4751.558431,4606.025571,4632.198447,4690.730103,4872.621879,5100.51161,5688.944102,6073.985987,6359.782715,6216.995793,6414.885001,7003.12553,6938.738248,7837.352095,7501.842037,7936.041405,7984.841525,7430.563894,7365.666659,7393.888306,7280.33653,7421.478541,7932.668259,8406.774831,8676.339196,
Greenland,GRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,15656.4729,17401.31882,18055.46181,19008.82791,19890.55506,19978.73473,21126.71501,23130.19933,24621.56044,25610.10316,27499.38348,27248.09862,25790.9724,26375.33672,24724.46102,25387.61404,27036.99071,28211.92116,29412.24234,31087.32042,27295.95234,27314.1071,26011.62772,24748.53357,26073.02697,26899.802,27262.41385,27613.48075,29702.689,30111.95785,32193.00253,32514.75997,32051.66559,31842.2401,33899.12533,34814.54352,37394.61565,37763.89839,39281.0092,39870.41744,40532.5081,41147.96763,41831.88037,40827.7825,40629.96252,41435.62543,,
Guatemala,GTM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1461.763385,1480.508039,1488.879126,1584.349573,1610.432972,1632.64278,1673.347465,1692.37911,1788.402712,1820.374777,1870.786667,1921.021554,2005.989331,2084.869277,2159.696804,2145.335661,2246.045347,2361.922881,2419.715445,2472.354117,2502.862158,2457.301607,2312.234026,2197.456663,2154.712733,2090.340766,2044.078968,2067.398714,2098.447546,2131.0788,2146.594857,2173.629982,2225.921064,2259.766535,2296.931221,2355.894116,2371.31183,2420.026945,2484.760248,2522.861417,2554.781528,2554.258619,2591.329436,2594.926125,2614.71279,2638.29047,2717.763497,2825.138099,2854.071962,2806.980441,2825.52407,2880.414655,2903.397849,2947.972105,3007.900213,3069.043518,3100.20621,
Guam,GUM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27723.63678,27883.24017,29604.14798,30592.1608,29375.27625,29576.89604,30054.20285,30111.6816,30700.43401,30693.12748,31257.15694,31754.10786,32129.515,32119.65208,32013.76938,
Guyana,GUY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1679.525164,1706.204346,1676.65541,1432.300791,1556.829588,1683.914486,1738.297346,1782.83023,1774.129771,1872.030064,1926.252659,1961.862395,1875.062246,1877.677942,2000.574954,2147.02283,2156.141983,2076.331864,2018.441759,1965.745019,1989.834249,2015.526123,1750.763961,1636.659463,1561.832996,1609.242687,1607.216438,1636.556696,1590.333596,1521.971333,1480.410049,1566.940916,1680.971154,1806.127557,1947.513034,2036.701923,2195.620718,2336.484149,2304.314385,2381.150306,2354.531528,2410.830439,2437.396277,2412.980873,2493.142424,2446.651895,2576.775327,2764.059564,2824.568225,2927.327312,3044.949129,3192.295544,3342.920663,3487.54801,3598.290882,3683.503191,3783.543328,
High income,HIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11787.79056,12167.09125,12717.385,13223.40841,13908.09788,14509.25643,15225.02274,15758.13949,16572.84199,17348.6057,17871.40634,18386.18516,19224.44463,20265.25169,20298.96754,20116.62983,20971.05268,21616.89902,22340.36128,23073.56788,23212.36218,23481.63217,23278.66289,23726.3685,24640.67705,25397.70669,26021.975,26722.26602,27831.15998,28723.56016,29426.42561,29626.07278,30051.66176,30211.61358,30947.40419,31566.698,32280.39793,33145.72806,33823.65696,34714.28626,35893.00708,36178.71732,36494.1165,37018.62176,37973.07325,38743.07295,39606.75971,40314.84032,40108.92533,38458.39055,39326.95266,39857.96231,40122.30834,40437.29404,41016.44619,41719.24848,42167.40813,
"Hong Kong SAR, China",HKG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,3380.620497,3703.471965,4142.288863,4392.203743,4904.742606,4948.756951,4902.640458,4962.697485,5438.13238,5796.133037,6086.184876,6604.212573,7208.897692,7153.309427,7053.495044,8091.364909,8910.565187,9473.457347,10006.17192,10727.33692,11448.75925,11604.90059,12113.07327,13190.91218,13148.76624,14421.70916,16190.17326,17421.17096,17634.22692,18250.96185,19132.30777,20155.24183,21040.53404,21813.71989,21893.6856,21835.0341,22758.29457,21241.43977,21566.93622,23015.90588,22975.04213,23252.47529,24010.50719,25896.68284,27688.73953,29446.26297,31081.57319,31553.63653,30711.49469,32549.99823,33888.48634,34086.30785,35002.53026,35717.68925,36262.89176,36776.20783,
Honduras,HND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1095.990405,1085.565962,1116.591992,1124.715306,1152.701005,1221.53172,1250.503748,1287.086774,1332.194978,1301.886286,1309.799883,1322.46881,1357.914583,1421.916919,1363.023765,1350.564333,1447.445171,1549.293531,1652.429854,1676.863985,1636.847343,1627.580393,1556.625241,1496.064499,1514.663005,1531.54411,1497.500654,1541.797141,1566.463158,1587.45606,1543.71916,1548.721446,1589.728236,1641.545079,1575.269742,1594.35708,1606.979844,1642.161602,1645.288156,1572.254216,1620.056113,1622.208141,1641.397203,1674.395484,1736.692884,1799.490332,1874.953449,1947.957434,1987.914083,1900.382571,1932.85829,1969.310414,2013.478306,2033.316186,2059.474909,2098.340231,2137.80822,
Heavily indebted poor countries (HIPC),HPC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,616.5316322,604.2858369,630.6868993,635.6413428,642.5763685,653.4514065,654.4675561,652.6656315,654.9868556,667.5749238,678.8957835,688.9717628,682.8232583,684.299085,704.4527703,700.9669493,710.0633837,717.750568,716.0389395,697.7036538,677.5198262,686.4531991,677.3038536,664.1249617,654.8494067,648.1845065,650.1507739,653.5630989,643.0164168,637.7964605,612.7794387,600.1099806,578.5986786,565.4006869,550.4325985,559.9972455,574.0319854,582.9506579,587.4679498,588.9519499,588.8458123,597.0132455,600.7511768,610.3988584,626.1275022,645.9185929,666.2441336,691.1160559,712.5414993,722.5250868,742.4718941,756.0162129,777.7354807,799.8611467,821.465624,839.4697366,853.2027852,
Croatia,HRV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8475.13577,9322.353211,9772.255862,10111.22395,9900.058663,10570.13958,10898.68699,11470.48382,12108.00265,12605.18848,13121.18082,13755.23844,14476.67596,14778.90575,13704.44434,13505.74586,13899.29101,13636.87214,13529.4148,13517.83487,13935.95241,14452.14303,
Haiti,HTI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.0576059,763.5015337,766.3173819,773.4212826,766.9367172,746.4100001,732.5522306,723.6016872,687.1914113,688.7029848,693.2629969,705.3883417,700.4833324,711.24624,662.2795182,688.8433867,698.7877652,718.4204652,728.7803218,728.0632246,729.2684424,
Hungary,HUN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8852.115074,8584.22922,8544.512977,8808.381919,8952.03937,8968.698966,9286.958758,9702.890567,10040.51221,10490.35032,10918.24881,11445.19358,11919.76889,12544.09037,13120.62026,13647.15237,13727.73483,13869.44117,12974.14418,13092.23376,13347.58402,13196.15334,13509.92425,14119.07042,14629.23503,14997.20052,
IBRD only,IBD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1083.572106,1097.784137,1118.86871,1144.379261,1205.636518,1244.165996,1275.243599,1302.229105,1359.23905,1425.259323,1496.021327,1552.352236,1620.210261,1702.701873,1763.866422,1807.322871,1893.117202,1941.110975,1970.431006,2016.247901,2072.454976,2072.538681,2079.594984,2064.896274,2121.423856,2172.408554,2224.430028,2288.571935,2328.684692,2352.622188,2360.33256,2347.411107,2334.605089,2368.471224,2395.673406,2452.138355,2536.218442,2629.522284,2645.944903,2696.172714,2815.049606,2875.071129,2960.090982,3085.180551,3287.617079,3482.154236,3724.320807,4011.110011,4193.829748,4237.634661,4508.768275,4740.535281,4921.551317,5117.422535,5285.816702,5433.553292,5599.588627,
IDA & IBRD total,IBT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1009.706995,1019.382406,1039.738527,1063.818996,1116.915101,1151.022727,1174.152091,1188.494556,1236.212368,1298.35504,1367.327209,1418.951772,1472.9106,1542.637034,1599.669507,1628.927136,1702.698822,1743.362699,1762.525525,1799.661892,1844.304134,1836.54154,1838.824873,1821.386797,1862.897334,1905.175433,1941.441327,1986.680136,2019.054423,2037.250173,2042.277301,2027.128998,2011.305659,2033.88931,2051.132153,2093.685435,2160.446625,2232.106135,2242.562297,2279.219449,2371.099633,2416.475223,2479.952053,2578.005151,2746.312981,2898.10522,3088.157941,3311.810585,3451.482694,3483.498335,3691.78506,3865.397371,4000.255486,4148.31241,4275.243759,4381.352912,4498.155258,
IDA total,IDA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,618.4510508,611.3744573,629.48439,646.419117,661.5111927,675.3435756,663.1947432,622.4286192,628.4956203,671.6844763,730.2564701,759.5194808,751.5230952,763.9635116,802.6767866,773.2894367,796.8318046,810.5503742,792.9974326,799.3323314,801.6732832,770.3900675,761.1267432,742.0011255,730.9906759,745.6035878,728.8026642,709.8951713,720.81709,726.7902344,734.9336724,725.2008221,712.2288613,704.4850042,697.7469812,701.8137377,718.4128043,723.5956849,729.3636629,732.8372199,743.6911257,756.6463228,763.8377931,788.4976778,862.591054,890.9394657,929.2768511,968.2869025,995.6090172,1021.839985,1059.372205,1081.625704,1106.774262,1143.6163,1182.659214,1202.784363,1213.347015,
IDA blend,IDB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,800.148818,791.4026595,805.8405694,848.1416193,869.8090756,895.9867336,868.0678968,771.4617443,766.7452091,870.3477815,1004.805123,1085.703545,1099.460091,1130.635739,1197.900841,1138.289603,1177.029221,1202.76786,1157.332452,1189.85834,1216.717625,1124.256015,1113.56573,1077.129886,1055.748565,1100.247347,1047.939877,988.5682204,1019.736077,1038.648533,1078.831951,1064.679851,1050.46066,1038.407376,1032.846895,1026.772586,1050.566965,1046.683177,1049.566099,1045.136864,1061.336951,1072.379063,1078.886812,1119.784316,1294.255288,1327.26407,1386.612831,1438.107826,1464.448475,1506.723272,1561.403891,1596.76476,1630.425079,1677.827452,1736.865722,1762.521776,1750.184826,
Indonesia,IDN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,690.0428501,710.6675075,704.8364393,670.963223,676.2739591,665.3869652,665.6549417,656.7468237,708.9250444,737.1146501,771.84996,804.4381655,838.7356667,883.4789858,926.8856479,948.7626658,989.2293063,1049.954348,1094.35831,1146.891853,1230.840118,1297.716856,1296.576525,1320.698546,1382.117998,1386.4828,1438.390577,1480.006164,1536.2866,1620.902702,1707.597918,1794.188799,1878.70986,1968.124136,2083.063682,2219.811058,2357.959351,2433.340508,2084.234548,2071.55063,2143.38989,2190.76618,2257.746855,2333.097483,2416.836389,2519.509842,2621.960398,2750.615143,2876.88504,2970.044131,3113.480635,3262.748613,3415.351267,3560.10658,3692.942875,3827.548307,3974.058485,
IDA only,IDX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,581.3573183,595.2261128,602.3364811,615.7899659,613.1105351,589.2809128,589.503057,611.5668872,598.4657567,612.5040194,617.7569941,615.9778211,603.3308956,587.3902146,593.5846666,583.392997,573.1475745,567.2005015,562.5968203,566.3828092,570.6681428,568.4748875,566.3389401,554.6771999,547.4508729,535.1286224,530.1155938,522.9749212,533.5197053,546.8023461,557.6488584,565.4986294,573.9466065,582.4295178,597.2798137,605.5400702,622.2478598,643.1601026,669.9825559,697.9224451,731.0902669,759.5625652,777.5357037,806.0796839,821.1985703,841.8751373,873.2765205,901.8118195,918.9918822,942.0970375,
Isle of Man,IMN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,17028.54298,17042.87624,20060.63428,21640.32506,23681.03426,24798.54867,25443.80595,25602.61879,25663.42022,26254.12902,27241.89941,28305.93102,30333.73652,32733.27128,36884.13646,41607.21855,43464.70775,45402.20074,47625.67324,50152.52803,52232.44009,54749.51786,58354.98733,62050.66581,67461.40946,68209.40565,73935.679,76836.26794,80989.33644,84002.24186,87612.12116,84046.13602,,
India,IND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,304.2318925,309.3535622,312.0523319,324.0562008,341.0960195,325.2873861,318.4156762,336.2364567,340.3616854,354.8940285,365.0573826,362.767725,352.5500558,355.7882101,351.7080694,375.0833728,372.6426134,390.6366799,403.6335444,373.8322533,389.9262844,403.878043,408.32488,428.0691681,434.3665046,446.9997685,458.0866747,465.9827285,500.0132773,518.6987159,536.162786,530.894738,548.8957838,563.7496877,589.7087876,622.3036831,656.697144,670.6101216,699.0688547,747.2520357,762.3133408,785.3446281,801.5079327,850.2932649,902.9057944,971.2297607,1044.89394,1130.090071,1156.932527,1237.339786,1345.770153,1416.403391,1474.967674,1550.14223,1646.781252,1758.043376,1861.491029,
Not classified,INX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,12430.72235,12712.45821,13337.76585,13745.26456,14095.38456,14649.67764,14631.52684,15619.99079,16506.68985,16788.7748,17107.74019,17470.8175,17701.61076,17533.62118,18184.06246,18715.17062,18626.54236,19493.09392,20598.0362,21882.12597,23714.75549,24033.78988,24668.42793,25206.34535,26552.30654,28961.60189,30977.20803,33823.85097,36318.13585,39724.03061,42945.25659,44719.92334,46746.99097,47426.39108,49678.4203,51527.33509,52926.19392,54096.2717,50918.3486,48071.72973,48671.88829,49942.47019,49850.98312,50542.38151,54527.25613,68030.79625,69974.10085,
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2754.702344,2963.361456,3115.826464,3249.470926,3433.856189,3914.638593,4250.866331,4604.596812,5128.555136,5768.08296,6230.376653,6898.413637,7690.336906,8040.724063,8271.315671,8006.288435,9185.603928,8655.563052,7300.437116,6202.17832,4684.522722,4247.462526,5023.589316,5355.278618,4772.840744,4670.142246,4049.44769,3889.248184,3523.449498,3623.354157,4009.869602,4429.226488,4505.789129,4384.534641,4257.110188,4298.117714,4496.292112,4475.079896,4483.085516,4491.195911,4676.873551,4719.910627,5034.673168,5403.709434,5572.905717,5684.957501,5901.641789,6311.7895,6256.877968,6247.69166,6531.92743,6622.672941,6052.516833,5964.179046,6161.103523,6007.004893,6733.913474,
Iraq,IRQ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,1454.58603,1450.874257,1465.970485,1493.86181,1499.37891,1515.406213,1703.415284,1855.131449,2104.660876,2077.053043,2356.0493,2762.098494,3345.990517,3228.630526,3248.886987,2750.33916,2641.828552,2616.418084,2676.170549,2861.669123,2798.984035,2649.891265,4079.344475,1427.921172,1840.438729,2328.064515,2345.58668,2322.873841,2500.006083,2937.47385,3839.827458,4379.199328,4311.281302,4285.863622,3880.111624,2526.043132,3792.142455,3857.610389,4143.691703,4098.306627,4325.667983,4354.683627,4502.749048,4695.357216,5178.422294,5338.521985,5203.442256,5285.670416,5695.679143,
Iceland,ISL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11700.55241,11465.03398,12190.16898,13206.57745,14260.42865,15048.65208,16088.52087,15630.40434,14573.95639,14782.02953,16082.52782,18036.5868,18872.48453,19855.04487,20705.99247,20574.96068,21585.71538,23315.85002,24526.51031,25468.21706,26648.43142,27469.87844,27689.15462,26737.15036,27546.60252,28230.42846,29781.65113,31974.52475,31449.39183,31142.60288,31262.7092,30833.34507,29421.01402,29505.89422,30306.86727,30178.04905,31451.81584,32727.89606,34505.69413,35455.89221,36610.6919,37512.27405,37295.93358,37942.34493,40657.07486,42701.58668,43796.69311,46695.21303,46531.3054,43152.69229,41851.73548,42543.14053,42875.64549,44301.75525,44775.63516,46221.93236,48995.16833,
Israel,ISR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8749.057844,9413.234993,9880.863653,10542.29879,10937.69164,11522.66674,11224.44796,11072.08611,12604.09356,13945.75559,14476.72534,14750.56378,16127.11638,16352.9027,16901.49522,17055.63889,16732.8827,16531.77837,17085.99751,17686.52745,17555.37405,18128.19742,18161.40336,18433.07399,18363.52746,18770.86698,19257.14037,20301.47854,20548.91074,20319.36264,21141.29699,21444.75498,22323.83538,22633.17572,23692.85162,24592.24812,25230.31031,25508.75376,25970.83378,26233.30559,27636.34077,26999.36506,26503.84335,26229.39977,26947.4445,27570.94557,28499.32593,29614.07515,29962.00561,29658.52263,30642.94062,31482.99716,31507.47856,32196.35817,32661.29413,32993.31428,33677.46195,
Italy,ITA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10867.70366,11681.30547,12322.31451,12918.96745,13171.60209,13487.99005,14184.53188,15093.14726,15979.65754,16858.40759,17653.01526,17890.32129,18445.54557,19626.3936,20570.81838,20020.92257,21340.7658,21794.43366,22420.57388,23688.05915,24450.14431,24626.97568,24710.51652,24990.36094,25790.74798,26504.73426,27261.27663,28128.57514,29294.23513,30264.12683,30839.27833,31292.05309,31531.69002,31243.67902,31909.23671,32829.88275,33242.8523,33835.07313,34371.98202,34902.26213,36180.77833,36801.29381,36837.86399,36729.97554,37070.33052,37238.93653,37872.16836,38236.79561,37585.33735,35363.40046,35849.3732,35994.13358,34885.2969,33887.29817,33615.97178,33968.70396,34318.49682,
Jamaica,JAM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,3788.462708,3808.210215,3977.176422,4144.898893,4580.641207,4622.653904,5368.254573,4991.553704,4705.478883,4624.677535,4257.667314,4096.337651,4045.284285,3951.683118,3673.590706,3711.29386,3724.126388,3731.227091,3617.544396,3466.481214,3497.223715,3743.932662,3869.544211,4122.684066,4266.581178,4437.412135,4484.415477,4860.544164,4880.199791,4946.869362,4893.888553,4791.62933,4635.788651,4642.551064,4644.5969,4671.638422,4732.355683,4874.995041,4910.08249,4925.277388,5039.413634,5083.603991,5015.853838,4774.451189,4682.521248,4742.918413,4694.247259,4699.768457,4714.8611,4740.638234,4790.039107,
Jordan,JOR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,1663.01128,2011.554188,2087.305721,2459.650609,2608.038452,3006.135898,3036.677693,3135.421766,3068.653288,3198.365146,3176.879277,3269.521778,3238.768261,3056.86181,2534.718984,2440.394625,2357.230738,2645.814983,2622.151538,2623.572062,2678.074259,2650.809234,2672.816852,2699.409952,2743.02603,2810.035148,2906.622753,3020.089846,3082.054945,3262.190577,3417.730137,3557.302686,3687.233645,3773.187675,3786.533481,3679.190275,3578.765809,3481.688742,3401.076037,3348.826851,3297.894412,3258.49324,
Japan,JPN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8607.657082,9396.221214,10138.39701,10886.16411,12031.29505,12595.38937,13808.69794,15196.61018,17097.27529,18837.17726,18435.45508,19054.84172,20370.67377,21825.54372,21150.49624,21458.04982,22146.59598,22897.18514,23887.17996,24985.79117,25489.16621,26358.34789,27064.10159,27703.0189,28756.63783,30391.52493,31062.09325,32179.2904,34332.25817,36028.15313,37906.1637,39044.92727,39267.12024,39237.32669,39441.57073,40368.70511,41514.8625,41861.91104,41277.07748,41097.9612,42169.69788,42239.11309,42190.77863,42743.99391,43671.68036,44393.66274,44995.52151,45687.34575,45165.88716,42724.53491,44507.67639,44538.72619,45276.87434,46249.20959,46484.15527,47163.49421,47660.89304,
Kazakhstan,KAZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5890.276043,5209.6816,4936.991251,4512.620204,4001.669281,3738.469473,3814.499327,3941.124848,3933.557768,4078.426793,4491.591823,5106.634167,5606.852997,6107.709259,6647.69213,7227.982949,7917.195342,8523.766205,8698.423654,8573.772759,9070.649972,9603.59325,9923.81462,10368.66668,10645.45626,10616.67581,10582.49748,
Kenya,KEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,538.4429935,481.3772692,510.5668493,537.9641298,546.7655813,539.8793882,599.3560194,599.2481229,625.6573322,652.7398981,601.070778,708.837672,800.687279,817.6745026,820.2961273,797.5259243,785.0144797,827.7890766,852.4623004,883.4167266,898.0629671,897.0656596,876.4706465,854.841093,837.7696339,842.0729917,870.2986592,889.6341271,912.3289228,922.9814262,930.0530264,913.1101714,877.3498134,853.4355789,849.6962675,861.249091,871.4299536,851.1835719,855.0996493,851.067757,833.0298132,841.2205499,823.0919431,824.4701522,843.2293709,868.9228205,900.1005647,935.6565083,912.3767192,917.0438267,967.3400773,998.9983908,1016.827701,1048.269206,1075.638763,1107.918056,1143.065373,
Kyrgyz Republic,KGZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,931.4579972,944.0643941,1049.984831,1056.952112,1095.932628,993.509725,845.7096066,714.76283,571.4039968,535.0439646,564.5314541,611.5212859,614.9898486,628.0693228,654.3123118,682.624142,676.2696342,716.2642508,757.3744283,747.5656166,762.5201161,819.8062973,880.2788201,894.8179586,880.0377751,921.1770391,905.1656688,984.2390335,1003.510404,1021.160792,1038.854481,
Cambodia,KHM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.1021679,333.2614204,343.4726326,351.2894661,360.664591,368.8730307,402.8736382,428.5059056,454.0764479,475.0537273,506.7027946,550.0999397,613.2790099,669.0363309,726.4605796,763.6913923,752.9779185,785.6928841,827.9784081,874.1614887,923.7263408,972.9792448,1024.872343,1079.113541,
Kiribati,KIR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,2404.557473,2311.240441,2551.238494,3039.813542,4353.903362,4520.999016,3263.017637,3066.86831,3053.569168,2660.866197,2190.430493,2090.053101,2204.116004,2156.465305,2224.898221,2030.810353,1967.455616,1740.794507,1849.974805,1743.335693,1691.136403,1661.581672,1652.192315,1645.649905,1653.237353,1630.71351,1633.616245,1634.392809,1712.394075,1657.273351,1730.812083,1676.518539,1710.432413,1714.288013,1655.680505,1704.105574,1642.734291,1643.156736,1577.919786,1549.004632,1493.16051,1471.552486,1519.480357,1578.875553,1565.242974,1696.466303,1685.992258,
St. Kitts and Nevis,KNA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,4049.739641,4250.249282,4593.783862,5002.584824,5086.497333,5136.197455,5227.080402,5711.061408,6244.511128,6957.73685,7461.423347,8231.447386,8737.697264,9169.082242,8932.938928,9236.651429,9769.159918,10160.25427,10614.98993,11114.89831,11753.2449,11550.73425,11807.05456,12911.31434,13434.37428,13588.91802,12913.53267,13193.8112,14162.15458,14243.26742,14054.4723,14775.82207,14173.57874,13704.25445,13881.60578,13644.75396,14335.88509,15029.61654,15469.21317,15657.22428,
"Korea, Rep.",KOR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,944.2924483,979.7745335,988.7088973,1049.925606,1119.574144,1169.879632,1277.542883,1361.841749,1506.094721,1686.491584,1815.017753,1965.638733,2067.052048,2331.942994,2509.219499,2661.389111,2962.752815,3275.050153,3573.221447,3823.002183,3699.84991,3904.128014,4161.983273,4644.143746,5066.222107,5405.354276,5952.549012,6629.041522,7345.926422,7784.941355,8464.93705,9249.388792,9719.062004,10279.54728,11113.5131,12055.23129,12847.771,13481.62617,12652.35349,13983.41283,15104.52152,15667.37846,16734.84566,17136.66157,17905.22579,18568.36281,19427.18984,20385.32004,20803.50054,20843.1348,22086.95292,22724.70557,23123.76136,23685.40671,24323.57284,24870.7709,25458.88701,
Kuwait,KWT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41473.32844,41185.03992,40147.42062,38874.50983,35824.1351,35792.70979,35051.80226,35522.72737,41189.46318,44820.20002,47847.82359,49268.26312,49588.76428,47965.00883,41936.81677,38497.61696,39652.17118,39733.28919,37924.47244,36259.39194,35053.59084,35250.91458,
Latin America & Caribbean (excluding high income),LAC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3554.239521,3685.306755,3757.701796,3737.435386,3915.497646,4013.327048,4052.820171,4124.480344,4344.829661,4501.835465,4689.449431,4878.779061,5119.038231,5455.197098,5677.967046,5780.249791,5996.418245,6133.009739,6211.634065,6463.820428,6715.365512,6573.675976,6400.038901,6098.346477,6204.113252,6295.53758,6447.799197,6528.963736,6443.6041,6387.618193,6290.402693,6401.837242,6447.14864,6576.6831,6756.099456,6733.523163,6834.496901,7063.372855,7085.528643,6976.508861,7138.109645,7082.555228,7003.605929,7011.823095,7361.316051,7594.581563,7908.735423,8274.534289,8508.580514,8255.297373,8641.87814,8920.994196,9065.046035,9210.288007,9185.534021,9060.157434,8893.059787,
Lao PDR,LAO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,422.9515761,432.1621775,440.592745,421.9526504,401.6297083,445.5340913,462.0016272,468.4744954,481.089181,496.2075318,523.4354462,547.3599299,572.8553468,600.1949322,612.5907755,645.9960399,672.1678299,699.6334799,729.894199,762.7462611,799.0736305,842.5676301,900.2754365,952.316936,1009.460775,1067.575917,1141.127115,1215.881729,1296.745665,1383.70298,1470.499706,1556.670712,1642.730096,
Lebanon,LBN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5885.188119,3376.711793,4230.912244,5742.110866,5852.927741,6091.981627,6416.326525,6703.230226,6961.331744,6754.391143,6949.233886,6824.183158,6747.63318,6749.152265,6656.741701,6539.65727,6636.30315,6606.292,6592.54408,7157.550781,7859.944203,8501.108516,8858.283977,8450.107467,8107.444173,7753.879646,7447.364344,7189.633711,7143.959095,
